username,id,count,follow_by1,follow_by2,follow_by3,follow_by4,total_follow_by,iteration
SatoshiLite,"14338147	",67,"cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,NeerajKA,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,danheld,zhusu","pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,starkness,AriDavidPaul,jerallaire,Excellion,brucefenton,davidmarcus,nlw,jgarzik,jackmallers,cdixon,fredwilson,natbrunell","ethereumJoseph,roasbeef,morcosa,VinnyLingham,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,bhorowitz,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,jessewldn","cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,NeerajKA,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,danheld,zhusu,pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,starkness,AriDavidPaul,jerallaire,Excellion,brucefenton,davidmarcus,nlw,jgarzik,jackmallers,cdixon,fredwilson,natbrunell,ethereumJoseph,roasbeef,morcosa,VinnyLingham,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,bhorowitz,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,jessewldn",1
chamath,"3291691	",62,"APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu","CathieDWood,TuurDemeester,PeterMcCormack,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,jgarzik,gladstein,cdixon,natbrunell,Scaramucci","ethereumJoseph,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,bendavenport,mikejcasey,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,jessewldn","APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu,CathieDWood,TuurDemeester,PeterMcCormack,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,jgarzik,gladstein,cdixon,natbrunell,Scaramucci,ethereumJoseph,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,bendavenport,mikejcasey,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,jessewldn",1
NeerajKA,"14710235	",71,"cz_binance,APompliano,VitalikButerin,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,jespow,cameron,SatoshiLite,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu","CathieDWood,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,natbrunell","jerrybrito,ethereumJoseph,katie_haun,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn","cz_binance,APompliano,VitalikButerin,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,jespow,cameron,SatoshiLite,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu,CathieDWood,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,natbrunell,jerrybrito,ethereumJoseph,katie_haun,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn",1
nayibbukele,"20736511	",49,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,chamath,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,adam3us,rogerkver,AriDavidPaul,Excellion,FrancisSuarez,nlw,jackmallers,natbrunell,Scaramucci","VinnyLingham,CremeDeLaCrypto,bendavenport,paoloardoino,austinhill,DTAPCAP","kyletorpey,AaronvanW","cz_binance,APompliano,novogratz,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,chamath,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,adam3us,rogerkver,AriDavidPaul,Excellion,FrancisSuarez,nlw,jackmallers,natbrunell,Scaramucci,VinnyLingham,CremeDeLaCrypto,bendavenport,paoloardoino,austinhill,DTAPCAP,kyletorpey,AaronvanW",1
RaoulGMI,"2453385626	",57,"cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,saylor,jespow,cameron,chamath,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu","pmarca,LynAldenContact,TuurDemeester,PeterMcCormack,adam3us,rogerkver,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,nlw,punk6529,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci","ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP","cburniske,jillrgunter,AaronvanW","cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,saylor,jespow,cameron,chamath,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu,pmarca,LynAldenContact,TuurDemeester,PeterMcCormack,adam3us,rogerkver,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,nlw,punk6529,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP,cburniske,jillrgunter,AaronvanW",1
CaitlinLong_,"717926102614716417	",68,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,NeerajKA,nayibbukele,RaoulGMI,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,scottmelker,CoinDesk,DocumentingBTC,danheld,zhusu","CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,jgarzik,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci","ethereumJoseph,katie_haun,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP","cburniske,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart","cz_binance,APompliano,novogratz,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,NeerajKA,nayibbukele,RaoulGMI,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,scottmelker,CoinDesk,DocumentingBTC,danheld,zhusu,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,jgarzik,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci,ethereumJoseph,katie_haun,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP,cburniske,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart",1
cobie,"2259434528	",54,"cz_binance,APompliano,novogratz,BarrySilbert,SBF_FTX,balajis,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,binance,FEhrsam,DocumentingBTC,danheld,zhusu","LynAldenContact,TuurDemeester,PeterMcCormack,lopp,AriDavidPaul,jerallaire,Excellion,brucefenton,nlw,punk6529,jackmallers,gladstein,jchervinsky,cdixon,natbrunell","jerrybrito,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,billbarhydt,paoloardoino,austinhill","cburniske,kyletorpey,msantoriESQ,AaronvanW,jessewldn","cz_binance,APompliano,novogratz,BarrySilbert,SBF_FTX,balajis,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,binance,FEhrsam,DocumentingBTC,danheld,zhusu,LynAldenContact,TuurDemeester,PeterMcCormack,lopp,AriDavidPaul,jerallaire,Excellion,brucefenton,nlw,punk6529,jackmallers,gladstein,jchervinsky,cdixon,natbrunell,jerrybrito,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,billbarhydt,paoloardoino,austinhill,cburniske,kyletorpey,msantoriESQ,AaronvanW,jessewldn",1
TheCryptoDog,"887748030304329728	",36,"cz_binance,APompliano,novogratz,BarrySilbert,SBF_FTX,jespow,NeerajKA,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,scottmelker,cryptomanran,CoinDesk,binance,DocumentingBTC,danheld,zhusu","PeterMcCormack,Excellion,brucefenton,nlw,punk6529,jchervinsky,natbrunell","jerrybrito,ethereumJoseph,VinnyLingham,fintechfrank,AlyseKilleen,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey","cz_binance,APompliano,novogratz,BarrySilbert,SBF_FTX,jespow,NeerajKA,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,scottmelker,cryptomanran,CoinDesk,binance,DocumentingBTC,danheld,zhusu,PeterMcCormack,Excellion,brucefenton,nlw,punk6529,jchervinsky,natbrunell,jerrybrito,ethereumJoseph,VinnyLingham,fintechfrank,AlyseKilleen,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey",1
Cointelegraph,"2207129125	",39,"cz_binance,APompliano,novogratz,BarrySilbert,tyler,saylor,jespow,cameron,SatoshiLite,NeerajKA,CaitlinLong_,TheCryptoDog,twobitidiot,ErikVoorhees,scottmelker,cryptomanran,binance,DocumentingBTC,zhusu","Blockstream,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,nlw,HesterPeirce,natbrunell,Scaramucci","ethereumJoseph,VinnyLingham,CremeDeLaCrypto,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP","kyletorpey,AaronvanW","cz_binance,APompliano,novogratz,BarrySilbert,tyler,saylor,jespow,cameron,SatoshiLite,NeerajKA,CaitlinLong_,TheCryptoDog,twobitidiot,ErikVoorhees,scottmelker,cryptomanran,binance,DocumentingBTC,zhusu,Blockstream,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,nlw,HesterPeirce,natbrunell,Scaramucci,ethereumJoseph,VinnyLingham,CremeDeLaCrypto,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,kyletorpey,AaronvanW",1
twobitidiot,"2193616844	",76,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,ErikVoorhees,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu","pmarca,LynAldenContact,PeterMcCormack,Blockstream,lopp,rogerkver,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,BrianBrooksUS,Scaramucci","ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn","cz_binance,APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,ErikVoorhees,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu,pmarca,LynAldenContact,PeterMcCormack,Blockstream,lopp,rogerkver,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,BrianBrooksUS,Scaramucci,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn",1
ErikVoorhees,"61417559	",76,"cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu","CathieDWood,TuurDemeester,PeterMcCormack,lopp,rogerkver,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci","jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,jessewldn,haydenzadams","cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu,CathieDWood,TuurDemeester,PeterMcCormack,lopp,rogerkver,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci,jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,jessewldn,haydenzadams",1
BitcoinMagazine,"361289499	",57,"APompliano,novogratz,BarrySilbert,tyler,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,CaitlinLong_,Cointelegraph,ErikVoorhees,woonomic,laurashin,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,jgarzik,gladstein,natbrunell,Scaramucci","ethereumJoseph,roasbeef,VinnyLingham,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW","APompliano,novogratz,BarrySilbert,tyler,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,CaitlinLong_,Cointelegraph,ErikVoorhees,woonomic,laurashin,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,jgarzik,gladstein,natbrunell,Scaramucci,ethereumJoseph,roasbeef,VinnyLingham,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW",1
CryptoHayes,"983993370048630785	",55,"APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,twobitidiot,ErikVoorhees,woonomic,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld","LynAldenContact,TuurDemeester,PeterMcCormack,lopp,adam3us,AriDavidPaul,jerallaire,Excellion,nlw,punk6529,gladstein,jchervinsky,cdixon,natbrunell","ethereumJoseph,roasbeef,VinnyLingham,muneeb,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,kyletorpey,msantoriESQ,jillrgunter,AaronvanW","APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,twobitidiot,ErikVoorhees,woonomic,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,LynAldenContact,TuurDemeester,PeterMcCormack,lopp,adam3us,AriDavidPaul,jerallaire,Excellion,nlw,punk6529,gladstein,jchervinsky,cdixon,natbrunell,ethereumJoseph,roasbeef,VinnyLingham,muneeb,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,kyletorpey,msantoriESQ,jillrgunter,AaronvanW",1
woonomic,"13418472	",56,"cz_binance,APompliano,novogratz,BarrySilbert,SBF_FTX,saylor,jespow,cameron,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu","CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,AriDavidPaul,brucefenton,nlw,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci","ethereumJoseph,VinnyLingham,muneeb,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP","cburniske,kyletorpey,AaronvanW,jessewldn","cz_binance,APompliano,novogratz,BarrySilbert,SBF_FTX,saylor,jespow,cameron,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,AriDavidPaul,brucefenton,nlw,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci,ethereumJoseph,VinnyLingham,muneeb,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,cburniske,kyletorpey,AaronvanW,jessewldn",1
Melt_Dem,"2363290915	",70,"APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu","CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,starkness,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci","ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP","DavidSacks,msantoriESQ,jillrgunter,AaronvanW,jessewldn","APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,starkness,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP,DavidSacks,msantoriESQ,jillrgunter,AaronvanW,jessewldn",1
laurashin,"26377478	",71,"APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,saylor,jespow,cameron,SatoshiLite,chamath,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,Melt_Dem,nic__carter,cryptomanran,CoinDesk,binance,DocumentingBTC,zhusu","pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,fredwilson,natbrunell,BrianBrooksUS,Scaramucci","jerrybrito,ethereumJoseph,katie_haun,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn,haydenzadams","APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,saylor,jespow,cameron,SatoshiLite,chamath,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,Melt_Dem,nic__carter,cryptomanran,CoinDesk,binance,DocumentingBTC,zhusu,pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,fredwilson,natbrunell,BrianBrooksUS,Scaramucci,jerrybrito,ethereumJoseph,katie_haun,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn,haydenzadams",1
nic__carter,"420308365	",71,"APompliano,novogratz,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","pmarca,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,starkness,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci","ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn","APompliano,novogratz,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,pmarca,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,starkness,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn",1
